file,begin,end,speaker,loglikelihood
026915-2471269,0.0,1.3931875,026915,-6.74318417266187
026915-2493492,0.0,1.34675,026915,-6.396580597014926
026915-2465907,0.0,1.7183125,026915,-6.542847953216374
026915-2494189,0.0,3.204375,026915,-6.7250125
026915-2473770,0.0,1.5789375,026915,-6.4594203821656055
026915-2469153,0.0,2.1826875,026915,-6.839811926605504
026915-2465779,0.0,1.857625,026915,-6.3868
026915-2476694,0.0,1.253875,026915,-7.4675968
026915-2474532,0.0,3.1579375,026915,-6.360711111111111
026915-2465234,0.0,2.229125,026915,-6.237283783783783
026915-2473655,0.0,2.6935,026915,-6.785702602230484
026915-2469759,0.0,2.3684375,026915,-6.4086864406779664
026915-2475073,0.0,1.5325,026915,-6.840640522875817
026915-2464811,0.0,1.1145625,026915,-6.976093693693694
026915-2468469,0.0,1.9040625,026915,-6.695205263157894
026915-2472310,0.0,2.229125,026915,-6.719747747747748
026915-2469195,0.0,2.322,026915,-6.826948275862069
026915-2465112,0.0,1.4860625,026915,-6.304903378378379
026915-2468916,0.0,2.786375,026915,-6.844377697841727
026915-2466052,0.0,3.761625,026915,-5.858752659574468
026915-2474732,0.0,1.9969375,026915,-6.44218592964824
026915-2464632,0.0,1.76475,026915,-6.300931818181818
026915-2465583,0.0,2.043375,026915,-6.957372549019608
026915-2472721,0.0,3.4365625,026915,-6.840583090379009
026915-2472090,0.0,1.1145625,026915,-6.816371171171172
026915-2469305,0.0,1.253875,026915,-7.0506456
026915-2471037,0.0,1.9040625,026915,-6.328673684210527
026915-2465141,0.0,1.34675,026915,-6.348799253731343
026915-2473886,0.0,1.5325,026915,-6.801052287581699
026915-2465081,0.0,2.0898125,026915,-5.873115384615384
026915-2467835,0.0,2.50775,026915,-6.177703999999999
026915-2469421,0.0,1.3003125,026915,-6.4944215384615385
026915-2475165,0.0,2.5541875,026915,-6.208768627450981
026915-2493477,0.0,1.9969375,026915,-6.133256281407036
026915-2474697,0.0,2.9721875,026915,-5.908272727272728
026915-2464074,0.0,2.5541875,026915,-6.430435294117647
026915-2470069,0.0,1.439625,026915,-6.773072727272727
026915-2473684,0.0,1.068125,026915,-6.889283018867925
026915-2469076,0.0,2.1826875,026915,-6.192022935779817
026915-2465978,0.0,1.7183125,026915,-6.850298245614035
026915-2493531,0.0,2.50775,026915,-6.3902079999999994
026915-2474616,0.0,2.6935,026915,-6.264256505576208
026915-2493595,0.0,1.76475,026915,-6.555238636363637
026915-2466195,0.0,2.0898125,026915,-6.533192307692308
026915-2469101,0.0,1.671875,026915,-6.397646706586826
026915-2473914,0.0,1.9505,026915,-6.76545641025641
026915-2493572,0.0,2.8793125,026915,-6.611271777003484
026915-2476540,0.0,1.5789375,026915,-6.363407006369426
026915-2464139,0.0,2.322,026915,-6.5888793103448275
026915-2477803,0.0,3.1115,026915,-7.047559485530547
026915-2477308,0.0,1.9040625,026915,-6.53682105263158
026915-2468762,0.0,1.9505,026915,-6.53568717948718
026915-2493548,0.0,1.4860625,026915,-6.493535810810811
026915-2468344,0.0,1.4860625,026915,-6.6759844594594595
026915-2471959,0.0,2.600625,026915,-6.243192307692308
026915-2493686,0.0,1.34675,026915,-6.619623134328358
026915-2477518,0.0,1.9040625,026915,-6.313773684210526
026915-2477257,0.0,4.0403125,026915,-6.917027227722772
026915-2474288,0.0,1.34675,026915,-6.238273880597015
026915-2472429,0.0,1.253875,026915,-6.3473856
026915-2465184,0.0,2.043375,026915,-6.186573529411764
026915-2477203,0.0,2.0898125,026915,-6.976365384615385
026915-2477665,0.0,2.13625,026915,-6.723647887323944
026915-2476675,0.0,2.043375,026915,-6.571142156862745
026915-2472486,0.0,1.161,026915,-6.9510767241379305
026915-2464102,0.0,1.3931875,026915,-6.2451791366906475
026915-2477047,0.0,1.857625,026915,-6.447708108108108
026915-2468574,0.0,1.34675,026915,-6.446855970149254
026915-2469350,0.0,1.9040625,026915,-6.66411052631579
026915-2463329,0.0,1.4860625,026915,-6.921243243243244
026915-2472667,0.0,2.1826875,026915,-6.215275229357799
026915-2477092,0.0,1.9505,026915,-6.482348717948718
025513-2699710,0.0,3.2,025513,-5.904175
025513-3090217,0.0,1.536,025513,-6.419890849673203
025513-2699196,0.0,1.9626875,025513,-5.726688775510205
025513-2928310,0.0,2.304,025513,-7.347356521739131
025513-2698966,0.0,2.2186875,025513,-5.467149321266969
025513-2697887,0.0,2.6453125,025513,-6.107037878787879
025513-2697274,0.0,2.432,025513,-6.03458024691358
025513-2698618,0.0,1.8773125,025513,-5.060426737967915
025513-3002114,0.0,1.536,025513,-6.12362679738562
025513-2699363,0.0,2.7306875,025513,-5.456835164835164
025513-2928162,0.0,1.1946875,025513,-6.917848739495799
025513-2699546,0.0,1.7066875,025513,-5.18612
025513-2698315,0.0,2.7306875,025513,-6.140274725274725
025513-3090899,0.0,1.4506875,025513,-5.722157931034483
025513-2927756,0.0,2.133375,025513,-5.963596244131456
025513-2700183,0.0,2.2186875,025513,-5.730515837104072
025513-2697975,0.0,2.4746875,025513,-4.917194331983806
025513-2927710,0.0,2.645375,025513,-6.743420454545454
025513-2699497,0.0,1.7493125,025513,-5.79282183908046
025513-2698699,0.0,2.304,025513,-5.705360869565217
025513-2926702,0.0,3.7546875,025513,-6.782434666666667
025513-2697588,0.0,2.3466875,025513,-5.716444444444444
025513-3091284,0.0,2.901375,025513,-5.821437931034483
025513-2697203,0.0,2.432,025513,-6.0389382716049385
025513-3091397,0.0,2.133375,025513,-6.165234741784038
025513-2925052,0.0,2.389375,025513,-6.301773109243697
025513-3090990,0.0,1.7066875,025513,-5.876921764705882
025513-2699174,0.0,3.456,025513,-4.9604
025513-3092156,0.0,2.389375,025513,-5.394075630252101
025513-3001937,0.0,2.304,025513,-6.422413043478261
025513-3091758,0.0,1.7066875,025513,-5.524691764705882
025513-2700101,0.0,2.8586875,025513,-5.574621052631579
025513-2699626,0.0,2.56,025513,-4.91609375
025513-3091309,0.0,1.877375,025513,-5.812893048128342
025513-3089980,0.0,2.56,025513,-6.04773828125
025513-3002061,0.0,1.4506875,025513,-5.6532262068965515
025513-2927290,0.0,1.877375,025513,-6.552
025513-3091624,0.0,2.304,025513,-6.0444826086956525
025513-3089954,0.0,2.56,025513,-6.42957421875
025513-2697799,0.0,2.3466875,025513,-5.956525641025641
025513-2927927,0.0,1.4506875,025513,-7.215193103448276
025513-2697857,0.0,2.304,025513,-5.492152173913043
025513-3091075,0.0,2.816,025513,-5.851850533807829
025513-2698284,0.0,2.7306875,025513,-5.930498168498168
025513-2928348,0.0,2.048,025513,-5.686333333333333
025513-3091325,0.0,1.1946875,025513,-5.789773109243697
025513-3002107,0.0,1.365375,025513,-6.634773529411765
025513-2699333,0.0,2.3466875,025513,-5.522047008547009
025513-2926724,0.0,1.28,025513,-5.01312421875
025513-2699420,0.0,2.6453125,025513,-5.726996212121212
025513-2697616,0.0,2.6453125,025513,-5.874492424242424
025513-3091045,0.0,2.645375,025513,-6.147238636363637
025513-2926589,0.0,2.048,025513,-6.223117647058824
025513-3002220,0.0,1.877375,025513,-7.12396256684492
025513-3091460,0.0,2.2186875,025513,-5.870809954751132
025513-2700050,0.0,2.56,025513,-6.0545625
025513-2698130,0.0,2.816,025513,-5.625185053380783
025513-2699278,0.0,1.4933125,025513,-5.023622818791947
025513-2697326,0.0,3.6266875,025513,-6.589651933701658
025513-2699226,0.0,2.1333125,025513,-5.841370892018779
025513-2927128,0.0,1.9626875,025513,-7.268316326530612
025513-2926640,0.0,1.9626875,025513,-6.317474489795918
025513-2924942,0.0,1.536,025513,-6.74818954248366
025513-2697636,0.0,2.048,025513,-5.1955294117647055
025513-2698176,0.0,2.3893125,025513,-5.960865546218487
025513-2700027,0.0,1.7493125,025513,-5.771252873563219
025513-2699852,0.0,1.664,025513,-5.428471686746988
025513-2698597,0.0,1.5786875,025513,-4.674658598726114
025513-3091256,0.0,2.304,025513,-6.188582608695652
025513-2928530,0.0,2.048,025513,-6.291656862745098
025513-3091427,0.0,1.621375,025513,-5.685804320987654
025513-3090946,0.0,2.645375,025513,-5.637803030303031
025513-2925682,0.0,1.9626875,025513,-6.084882653061224
025513-2927547,0.0,1.28,025513,-5.44159375
025513-3091014,0.0,1.9626875,025513,-5.696683673469387
025513-3002249,0.0,1.4506875,025513,-5.944693103448276
025513-2927955,0.0,1.7066875,025513,-5.590317058823529
025513-2927587,0.0,1.877375,025513,-6.180561497326203
025513-2697477,0.0,2.304,025513,-5.92521304347826
025513-2927192,0.0,3.413375,025513,-6.633648093841642
025513-2927255,0.0,1.877375,025513,-6.628459893048128
025513-3001962,0.0,1.024,025513,-6.62578137254902
025513-2927075,0.0,1.1946875,025513,-6.8325588235294115
025513-2925865,0.0,1.536,025513,-7.010542483660131
025513-2700014,0.0,1.9626875,025513,-5.014184693877551
025513-2924329,0.0,1.4506875,025513,-6.508290344827586
025513-2698906,0.0,3.072,025513,-6.032198697068404
025513-2699758,0.0,2.2186875,025513,-5.561199095022625
025513-3090972,0.0,1.28,025513,-5.666509375
025513-3090015,0.0,2.645375,025513,-5.313962121212121
025513-2925741,0.0,1.621375,025513,-5.906348148148148
025513-2699926,0.0,1.408,025513,-5.9738742857142855
025513-2697150,0.0,3.8826875,025513,-6.583092783505154
025513-2697670,0.0,1.8773125,025513,-5.84272192513369
025513-3002057,0.0,1.7066875,025513,-6.697029411764706
025513-2699906,0.0,1.9626875,025513,-5.646464285714286
025513-2697452,0.0,2.304,025513,-6.206552173913043
025513-2698236,0.0,2.3893125,025513,-5.8762058823529415
025513-2926793,0.0,1.621375,025513,-5.995961728395062
025513-3090326,0.0,2.133375,025513,-6.832103286384977
025513-2928486,0.0,2.7306875,025513,-5.786725274725275
025513-3089875,0.0,1.877375,025513,-6.106475935828877
025513-3002125,0.0,2.7306875,025513,-6.399787545787546
025513-3091189,0.0,3.072,025513,-6.490042345276873
025513-3002190,0.0,1.4506875,025513,-6.33884827586207
025513-3002209,0.0,1.792,025513,-6.723849162011173
025513-2925397,0.0,2.304,025513,-6.727008695652174
025513-3001880,0.0,1.9626875,025513,-6.604112244897959
025513-2926201,0.0,2.389375,025513,-6.621042016806722
025513-2924183,0.0,1.9626875,025513,-6.718683673469388
025513-2925633,0.0,2.4746875,025513,-6.577206477732793
025513-2697516,0.0,4.4373125,025513,-5.633887133182844
025513-2925000,0.0,1.7066875,025513,-6.4885
025513-3090554,0.0,1.9626875,025513,-5.85108163265306
025513-2697540,0.0,2.432,025513,-5.561292181069959
025513-3090359,0.0,2.56,025513,-6.19759765625
025513-2925581,0.0,2.304,025513,-6.702121739130435
025513-2699739,0.0,2.4746875,025513,-6.0909676113360325
025513-3090245,0.0,2.304,025513,-5.958539130434782
025513-2925834,0.0,1.1946875,025513,-6.19097731092437
025513-3091414,0.0,1.28,025513,-5.55321640625
025513-3091826,0.0,1.4506875,025513,-5.258011724137931
025513-2699444,0.0,1.7493125,025513,-5.168761494252874
025513-2699994,0.0,2.1333125,025513,-5.6684413145539905
025513-2699133,0.0,2.7733125,025513,-5.897216606498195
025513-3090493,0.0,1.28,025513,-5.9561609375
025513-2698397,0.0,1.8346875,025513,-5.167307103825137
025513-2925897,0.0,1.365375,025513,-5.783514705882353
025513-2698547,0.0,1.8773125,025513,-5.939229946524064
025513-2698672,0.0,1.8346875,025513,-5.421160109289618
025513-3001980,0.0,1.024,025513,-6.716557843137255
025513-2924616,0.0,1.877375,025513,-7.146395721925134
025513-3090918,0.0,1.877375,025513,-5.790609625668449
025513-3091152,0.0,1.536,025513,-5.666127450980392
025513-2697941,0.0,2.944,025513,-5.7016802721088435
025513-3091680,0.0,2.389375,025513,-5.463226890756303
025513-3091133,0.0,2.389375,025513,-6.320121848739496
025513-3002000,0.0,1.109375,025513,-6.771508181818182
025513-2924962,0.0,1.365375,025513,-6.091852205882353
025513-2697561,0.0,2.0053125,025513,-5.7848299999999995
025513-2697288,0.0,2.176,025513,-5.943013824884793
025513-3091347,0.0,1.7066875,025513,-5.642074705882353
025513-3091495,0.0,1.1946875,025513,-5.61936218487395
025513-2699041,0.0,2.3893125,025513,-5.73081512605042
025513-2698154,0.0,2.9866875,025513,-5.688520134228188
025513-3091738,0.0,2.7306875,025513,-5.766846153846154
025513-2698651,0.0,2.5173125,025513,-6.321868525896415
025513-2924370,0.0,2.389375,025513,-6.727394957983193
025513-2697834,0.0,1.792,025513,-4.785131843575419
025513-3002176,0.0,3.4986875,025513,-6.9932378223495695
025513-2699471,0.0,2.5173125,025513,-6.0873067729083665
025513-3001891,0.0,1.621375,025513,-6.537345679012345
025513-2927522,0.0,2.133375,025513,-6.198352112676057
025513-3091378,0.0,2.816,025513,-5.752498220640569
025513-3091570,0.0,2.56,025513,-5.87335546875
025513-2699776,0.0,1.664,025513,-4.528949397590361
025513-2698078,0.0,2.3893125,025513,-6.097957983193278
025513-3089450,0.0,1.9626875,025513,-6.27629081632653
025513-2699019,0.0,2.5173125,025513,-5.998796812749005
025513-2699876,0.0,2.7733125,025513,-5.932259927797834
025513-2699807,0.0,3.1146875,025513,-5.965028938906753
025513-2697732,0.0,2.2613125,025513,-5.875424778761062
025513-2698102,0.0,2.176,025513,-5.550078341013824
025513-3090300,0.0,1.7066875,025513,-6.149241176470589
025513-2699386,0.0,1.92,025513,-5.286723958333334
025513-2927615,0.0,1.4506875,025513,-6.138360689655173
025513-2926755,0.0,1.109375,025513,-6.53044
025513-2699835,0.0,2.5173125,025513,-5.570163346613546
025513-2699300,0.0,1.9626875,025513,-5.810438775510204
025513-2928087,0.0,2.048,025513,-5.73935294117647
025513-2927216,0.0,1.877375,025513,-5.8405614973262026
025513-3002197,0.0,1.536,025513,-6.638058823529412
025513-3002134,0.0,2.133375,025513,-6.052342723004695
025513-2926904,0.0,2.901375,025513,-6.10596551724138
025513-2697394,0.0,2.1333125,025513,-6.6381079812206565
025513-3089383,0.0,2.7306875,025513,-5.9843223443223446
025513-3091649,0.0,2.048,025513,-5.7304264705882355
025513-2927994,0.0,2.048,025513,-7.204269607843138
025513-3091478,0.0,2.133375,025513,-5.6033333333333335
025513-3001959,0.0,2.4746875,025513,-6.6356072874493925
025513-2697255,0.0,2.5173125,025513,-5.847721115537849
025513-2928050,0.0,3.157375,025513,-6.471844444444445
025513-2698574,0.0,2.304,025513,-5.574578260869565
025513-2698210,0.0,2.2186875,025513,-5.663131221719457
025513-2928257,0.0,1.9626875,025513,-6.148913265306122
025513-2699526,0.0,1.9626875,025513,-5.048548469387755
025513-2926256,0.0,2.7306875,025513,-7.283688644688644
025513-2927652,0.0,1.4506875,025513,-5.18588
025513-3091226,0.0,3.925375,025513,-4.702193877551021
025513-2698517,0.0,3.2853125,025513,-6.280176829268293
025513-3089575,0.0,2.133375,025513,-5.8663661971830985
025513-3091781,0.0,1.877375,025513,-5.610331550802139
025513-2926825,0.0,1.536,025513,-5.8108522875816995
025513-3001869,0.0,1.7066875,025513,-7.158735294117647
025513-2697174,0.0,2.304,025513,-6.086317391304348
025513-2924527,0.0,2.133375,025513,-6.702826291079812
025513-2697909,0.0,2.9013125,025513,-6.240755172413793
025513-2700073,0.0,1.8346875,025513,-5.925398907103825
025513-2699107,0.0,2.1333125,025513,-5.730295774647888
025513-2925647,0.0,2.816,025513,-6.845391459074733
025513-2699594,0.0,2.0053125,025513,-5.35896
025513-2925715,0.0,3.328,025513,-7.272846385542169
025513-2699079,0.0,3.4986875,025513,-5.882845272206303
025513-2924889,0.0,1.9626875,025513,-6.279984693877551
025513-3001985,0.0,1.621375,025513,-6.455543209876543
025513-3091601,0.0,1.536,025513,-5.886283006535948
025513-2699945,0.0,2.176,025513,-6.089447004608295
025513-2698938,0.0,2.688,025513,-6.334798507462687
025513-3090082,0.0,3.2426875,025513,-6.399611111111112
025513-2926156,0.0,1.1946875,025513,-5.77871512605042
025513-3091809,0.0,2.133375,025513,-5.561230046948356
025513-3002079,0.0,1.792,025513,-6.515782122905028
025513-2697695,0.0,3.1146875,025513,-5.53324115755627
025513-3091522,0.0,2.133375,025513,-6.212967136150235
025513-2928394,0.0,2.048,025513,-6.8447401960784315
025513-3091107,0.0,2.133375,025513,-5.9669061032863855
025513-3132547,0.0,7.509375,025513,-7.047436
025513-2700140,0.0,3.328,025513,-5.684189759036145
025513-2698376,0.0,3.1146875,025513,-6.179360128617363
025513-2699673,0.0,1.8773125,025513,-5.166475935828877
025513-2927332,0.0,2.645375,025513,-6.145587121212121
025513-2928449,0.0,2.901375,025513,-6.16348275862069
025513-3002100,0.0,1.28,025513,-6.20741640625
025513-2698343,0.0,2.3893125,025513,-4.91831512605042
025513-3091887,0.0,3.2426875,025513,-5.730913580246914
025513-2924862,0.0,2.2186875,025513,-6.72343891402715
025513-2925188,0.0,2.389375,025513,-6.7134285714285715
025513-2699966,0.0,2.176,025513,-5.332041474654378
025513-2925228,0.0,1.7066875,025513,-6.182229411764706
025513-2927882,0.0,1.877375,025513,-5.8492085561497325
025513-2927402,0.0,2.9866875,025513,-6.714338926174497
025513-2699651,0.0,2.5173125,025513,-5.294760956175298
025513-2926346,0.0,2.816,025513,-6.077437722419929
025513-3089550,0.0,2.7306875,025513,-6.117161172161172
025513-2925603,0.0,1.9626875,025513,-6.163193877551021
025513-3089602,0.0,1.7066875,025513,-5.339646470588235
025513-2927849,0.0,2.816,025513,-6.121565836298933
025513-3002145,0.0,1.536,025513,-6.305964705882353
025513-2923977,0.0,2.2186875,025513,-7.569257918552037
025513-3090267,0.0,1.877375,025513,-6.356374331550803
025513-2698256,0.0,2.0053125,025513,-5.32
025513-2699574,0.0,2.4746875,025513,-6.01934008097166
025513-2700157,0.0,1.8773125,025513,-5.7069144385026735
025513-2697228,0.0,2.7733125,025513,-6.177675090252707
025513-3089926,0.0,1.7066875,025513,-5.801481176470588
025513-3091706,0.0,2.56,025513,-6.0336796875
025513-3132451,0.0,6.4,025513,-6.1161453125000005
025513-2699253,0.0,2.4746875,025513,-5.678967611336032
025513-2698987,0.0,1.9626875,025513,-5.933198979591836
025513-3002044,0.0,1.621375,025513,-6.89141975308642
025513-3089523,0.0,2.7306875,025513,-5.857227106227106
025513-2698048,0.0,2.3466875,025513,-6.330380341880342
025513-2924262,0.0,2.645375,025513,-6.386829545454546
025513-2698436,0.0,2.2186875,025513,-5.790085972850679
025513-2925809,0.0,3.584,025513,-6.951662011173185
025513-2927038,0.0,1.7066875,025513,-6.354629411764706
025513-3089895,0.0,2.2186875,025513,-6.460298642533937
025513-2928131,0.0,2.4746875,025513,-6.066947368421053
021362-1454058,0.0,5.5466875,021362,-4.089794223826715
021362-1454039,0.0,5.0346875,021362,-4.847644135188866
021362-1454050,0.0,2.7306875,021362,-4.9245787545787545
021362-1454055,0.0,3.7546875,021362,-4.785621333333333
021362-1454049,0.0,3.7546875,021362,-4.893061333333333
021362-1454043,0.0,4.437375,021362,-4.777415349887133
021362-1454042,0.0,4.949375,021362,-5.197670040485829
021362-1454036,0.0,6.0586875,021362,-5.163765289256198
021362-1454063,0.0,3.328,021362,-4.883484939759036
021362-1454064,0.0,4.2666875,021362,-5.043727699530517
021362-1454044,0.0,3.669375,021362,-5.051010928961749
021362-1454053,0.0,4.096,021362,-4.422975550122249
021362-1454061,0.0,4.2666875,021362,-5.174030516431925
021362-1454057,0.0,4.2666875,021362,-5.093485915492957
021362-1454067,0.0,3.2426875,021362,-5.0938179012345675
021362-1454059,0.0,3.7546875,021362,-4.979669333333333
021362-1454060,0.0,3.584,021362,-4.390175977653631
021362-1454038,0.0,5.888,021362,-4.542416666666666
021362-1454066,0.0,2.901375,021362,-5.0750586206896555
021362-1454040,0.0,5.717375,021362,-4.855966725043783
021362-1454051,0.0,3.925375,021362,-5.002091836734694
021362-1454033,0.0,4.693375,021362,-4.833317697228145
021362-1454037,0.0,4.864,021362,-5.12929012345679
021362-1454046,0.0,3.669375,021362,-5.052204918032786
021362-1454052,0.0,4.352,021362,-4.786735632183908
021362-1454048,0.0,3.4986875,021362,-4.892355300859599
021362-1454068,0.0,3.669375,021362,-5.297131147540983
021362-1454035,0.0,4.352,021362,-5.1578505747126435
021362-1454054,0.0,4.2666875,021362,-5.059920187793427
021362-1454047,0.0,4.864,021362,-5.07595061728395
021362-1454056,0.0,4.181375,021362,-4.474904306220096
021362-1454045,0.0,3.925375,021362,-4.529099489795918
021362-1454065,0.0,3.669375,021362,-4.299300546448087
021362-1454062,0.0,3.584,021362,-4.9770754189944135
024583-1878206,0.0,2.56,024583,-4.99583984375
024583-1878228,0.0,4.864,024583,-5.017510288065844
024583-1878197,0.0,3.072,024583,-4.296938110749186
024583-1878218,0.0,3.072,024583,-4.191586319218241
024583-1878225,0.0,3.584,024583,-4.686276536312849
024583-1878182,0.0,4.48,024583,-3.047734375
024583-1878217,0.0,3.84,024583,-3.8249296874999996
024583-1878185,0.0,4.096,024583,-5.451056234718826
024583-1878212,0.0,5.376,024583,-4.440635009310987
024583-1878191,0.0,4.224,024583,-4.766113744075829
024583-1878220,0.0,3.2,024583,-3.718696875
024583-1878204,0.0,3.456,024583,-4.622788405797102
024583-1878196,0.0,3.84,024583,-4.151940104166667
024583-1878208,0.0,3.84,024583,-4.618080729166667
024583-1878193,0.0,3.328,024583,-4.030665662650603
024583-1878201,0.0,6.784,024583,-3.598896755162242
024583-1878199,0.0,5.248,024583,-4.7971450381679395
024583-1878205,0.0,2.816,024583,-4.1700818505338075
024583-1878221,0.0,3.712,024583,-4.125900269541779
024583-1878190,0.0,3.712,024583,-4.077169811320755
024583-1878207,0.0,2.304,024583,-4.037140434782608
024583-1878203,0.0,2.304,024583,-3.2943478260869568
024583-1878189,0.0,3.072,024583,-4.138456026058632
024583-1878187,0.0,4.224,024583,-3.885407582938389
024583-1878215,0.0,3.072,024583,-3.993895765472313
024583-1878202,0.0,2.688,024583,-4.103048507462686
024583-1878211,0.0,2.432,024583,-3.7880748971193414
024583-1878216,0.0,2.56,024583,-4.56209765625
024583-1878194,0.0,4.096,024583,-4.594139364303178
024583-1878226,0.0,4.48,024583,-4.778198660714286
024583-1878195,0.0,2.432,024583,-3.0766522633744855
024583-1878209,0.0,5.248,024583,-4.846217557251909
024583-1878224,0.0,2.688,024583,-4.397537313432836
024583-1878184,0.0,2.688,024583,-4.288402985074627
024583-1878214,0.0,3.712,024583,-3.854469002695418
024583-1878198,0.0,3.2,024583,-4.6749
024583-1878219,0.0,2.816,024583,-4.0442028469750895
024583-1878183,0.0,2.688,024583,-4.9531902985074625
024583-1878229,0.0,3.712,024583,-5.287533692722372
024583-1878186,0.0,5.504,024583,-4.820150909090909
024583-1878223,0.0,4.096,024583,-4.5128753056234725
024583-1878227,0.0,3.456,024583,-3.347968115942029
024583-1878210,0.0,3.072,024583,-4.49541693811075
024583-1878213,0.0,2.432,024583,-4.411724279835391
024583-1878192,0.0,3.328,024583,-3.9871777108433735
024583-1878200,0.0,3.584,024583,-4.633100558659218
024583-1878222,0.0,6.016,024583,-3.780539101497504
024599-1878929,0.0,4.3946875,024599,-4.963141230068337
024599-1878803,0.0,3.1573125,024599,-5.604073015873015
024599-1878882,0.0,6.528,024599,-5.086444785276074
024599-1878941,0.0,4.2666875,024599,-4.971288732394366
024599-1878937,0.0,2.9013125,024599,-4.760724137931034
024599-1878958,0.0,6.6986875,024599,-4.460497757847533
024599-1878830,0.0,3.456,024599,-5.337547826086956
024599-1878949,0.0,4.0106875,024599,-4.749950124688279
024599-1878956,0.0,3.2,024599,-4.85610625
024599-1878927,0.0,5.5893125,024599,-5.246381720430108
024599-1878883,0.0,5.2906875,024599,-5.058257088846881
024599-1878975,0.0,2.5173125,024599,-4.31702390438247
024599-1878791,0.0,2.6026875,024599,-5.388188461538462
024599-1879033,0.0,6.016,024599,-4.18818302828619
024599-1879030,0.0,3.456,024599,-4.613284057971015
024599-1878879,0.0,5.248,024599,-5.025043893129771
024599-1878963,0.0,4.6506875,024599,-4.994905376344086
024599-1878895,0.0,3.7973125,024599,-5.286730870712401
024599-1878945,0.0,4.9066875,024599,-4.478534693877551
024599-1878825,0.0,2.688,024599,-5.257
024599-1878898,0.0,4.7786875,024599,-4.678180293501049
024599-1878870,0.0,5.2053125,024599,-4.757276923076923
024599-1878944,0.0,5.888,024599,-4.461952380952381
024599-1878973,0.0,3.1573125,024599,-4.716444444444445
024599-1879009,0.0,3.7973125,024599,-5.123232189973614
024599-1879043,0.0,4.9493125,024599,-5.2549372469635625
024599-1879016,0.0,6.0586875,024599,-5.269307438016529
024599-1878903,0.0,4.3946875,024599,-5.578341685649202
024599-1878902,0.0,6.272,024599,-4.835626794258373
024599-1879029,0.0,4.096,024599,-4.818621026894865
024599-1879010,0.0,3.584,024599,-4.935005586592179
024599-1878814,0.0,3.84,024599,-5.650325520833333
024599-1878869,0.0,3.1573125,024599,-4.903152380952381
024599-1879027,0.0,4.3946875,024599,-4.658164009111617
024599-1878828,0.0,3.5413125,024599,-5.8031779661016945
024599-1878962,0.0,3.2853125,024599,-4.577625
024599-1878943,0.0,3.1573125,024599,-4.304685714285714
024599-1878974,0.0,5.1626875,024599,-5.2185891472868216
024599-1878807,0.0,3.4986875,024599,-5.227191977077363
024599-1878967,0.0,4.6933125,024599,-5.300059701492537
024599-1878926,0.0,4.3093125,024599,-4.6984790697674415
024599-1878925,0.0,3.584,024599,-4.975946927374301
024599-1878856,0.0,5.12,024599,-4.56841015625
024599-1878884,0.0,3.6693125,024599,-4.792163934426229
024599-1878878,0.0,4.6933125,024599,-4.369663113006396
024599-1879008,0.0,4.864,024599,-4.301748971193416
024599-1878965,0.0,5.504,024599,-5.028685454545455
024599-1878931,0.0,3.4986875,024599,-4.9269541547277935
024599-1878897,0.0,4.48,024599,-4.653129464285714
024599-1878848,0.0,3.584,024599,-5.210240223463687
024599-1878857,0.0,4.736,024599,-5.322454545454546
024599-1878992,0.0,3.4133125,024599,-5.234304985337243
024599-1878794,0.0,4.48,024599,-5.740953125
024599-1878835,0.0,5.0346875,024599,-4.610628230616302
024599-1878906,0.0,3.5413125,024599,-5.1077005649717515
024599-1878881,0.0,3.7973125,024599,-4.575564643799472
024599-1878994,0.0,3.4133125,024599,-5.13883870967742
024599-1878877,0.0,6.1866875,024599,-4.809051779935276
024599-1878901,0.0,4.9493125,024599,-4.587115384615385
024599-1878960,0.0,3.968,024599,-4.946454545454546
024599-1879024,0.0,6.784,024599,-4.966025073746313
024599-1878917,0.0,4.48,024599,-4.425417410714286
024599-1878982,0.0,3.7546875,024599,-5.178482666666667
024599-1878821,0.0,5.888,024599,-5.832642857142857
024599-1878815,0.0,3.456,024599,-5.523
024599-1879045,0.0,5.5893125,024599,-4.91247670250896
024599-1878799,0.0,3.4133125,024599,-5.399328445747801
024599-1878921,0.0,3.4133125,024599,-4.257395894428153
024599-1878867,0.0,4.1386875,024599,-5.5586101694915255
024599-1878972,0.0,5.9306875,024599,-4.684639123102866
024599-1878790,0.0,2.2613125,024599,-4.826548672566371
024599-1879042,0.0,4.1813125,024599,-5.1936794258373205
024599-1878979,0.0,5.9733125,024599,-4.853082077051926
024599-1878968,0.0,4.3946875,024599,-4.778175398633258
024599-1878809,0.0,3.328,024599,-5.618798192771084
024599-1878996,0.0,5.1626875,024599,-4.989341085271318
024599-1878795,0.0,2.688,024599,-4.7754328358208955
024599-1878918,0.0,6.0586875,024599,-4.439996694214876
024599-1879002,0.0,6.3146875,024599,-4.736036450079239
024599-1878876,0.0,6.3146875,024599,-4.703797147385103
024599-1878872,0.0,4.6506875,024599,-4.929948387096774
024599-1879006,0.0,3.712,024599,-4.634123989218329
024599-1878817,0.0,2.56,024599,-5.2224765625
024599-1878808,0.0,4.3093125,024599,-5.481753488372093
024599-1878914,0.0,2.9866875,024599,-4.496124161073825
024599-1878818,0.0,3.7973125,024599,-5.416414248021108
