file,begin,end,speaker,loglikelihood
024252-1803362,0.0,2.4613125,024252,-4.773630081300813
024252-1806566,0.0,3.0650625,024252,-5.446326797385621
024252-1803369,0.0,2.1826875,024252,-5.060614678899082
024252-1806883,0.0,2.5541875,024252,-4.980905882352942
024252-1805980,0.0,3.8080625,024252,-5.5899710526315785
024252-1806090,0.0,3.1579375,024252,-4.955888888888889
024252-1803376,0.0,3.66875,024252,-4.974650273224044
024252-1806314,0.0,2.6470625,024252,-5.0731515151515145
024252-1803233,0.0,2.7399375,024252,-5.426322344322344
024252-1805907,0.0,2.043375,024252,-4.929808823529412
024252-1802572,0.0,1.9505,024252,-5.185466666666667
024252-1806163,0.0,2.6935,024252,-5.101260223048327
024252-1803051,0.0,2.322,024252,-4.567366379310345
024252-1802719,0.0,2.4613125,024252,-4.553105691056911
024252-1803637,0.0,3.390125,024252,-5.359911504424779
024252-1802957,0.0,3.9938125,024252,-5.129593984962407
024252-1803257,0.0,2.0898125,024252,-5.1693125
024252-1802674,0.0,2.043375,024252,-4.607138725490196
024252-1803570,0.0,2.9721875,024252,-5.3089966329966325
024252-1803674,0.0,2.4613125,024252,-5.296995934959349
024252-1802607,0.0,3.29725,024252,-4.526781155015198
024252-1803169,0.0,2.832875,024252,-5.578222614840989
024252-1802890,0.0,3.8080625,024252,-5.207592105263158
024252-1802734,0.0,3.0650625,024252,-4.598983660130719
024252-1802709,0.0,2.414875,024252,-4.404307053941909
024252-1802767,0.0,3.5294375,024252,-4.922588068181818
024252-1806477,0.0,2.414875,024252,-4.888792531120332
024252-1802667,0.0,3.2508125,024252,-4.635298461538461
024252-1806103,0.0,3.3436875,024252,-5.69935628742515
024252-1803590,0.0,3.018625,024252,-5.350199335548173
024252-1806492,0.0,2.2755625,024252,-5.681660792951543
024252-1805955,0.0,2.832875,024252,-4.933632508833923
024252-1806605,0.0,3.5294375,024252,-5.63640625
024252-1802969,0.0,4.82975,024252,-5.309184647302905
024252-1806371,0.0,3.0650625,024252,-5.908738562091504
024252-1803008,0.0,2.92575,024252,-4.732688356164384
024252-1802814,0.0,3.4365625,024252,-5.366221574344023
024252-1806393,0.0,3.3436875,024252,-5.394071856287425
024252-1806467,0.0,3.66875,024252,-5.562945355191257
024252-1806903,0.0,3.6223125,024252,-5.135977900552486
024252-1803153,0.0,2.229125,024252,-5.201490990990991
024252-1806507,0.0,2.50775,024252,-4.65712
024252-1803196,0.0,2.6470625,024252,-5.033484848484848
024252-1803404,0.0,2.600625,024252,-5.231623076923077
024252-1803441,0.0,2.5541875,024252,-4.681670588235294
024252-1802624,0.0,3.947375,024252,-5.011634517766498
024252-1803647,0.0,3.0650625,024252,-5.29004248366013
024252-1803121,0.0,3.9009375,024252,-5.4716564102564105
024252-1802985,0.0,2.2755625,024252,-4.38254140969163
024252-1803025,0.0,2.5541875,024252,-4.531305882352941
024252-1806435,0.0,2.322,024252,-5.050047413793104
024252-1803548,0.0,2.832875,024252,-5.193148409893993
024252-1806830,0.0,3.0650625,024252,-4.990849673202614
024252-1802933,0.0,3.1579375,024252,-5.0549269841269835
024252-1803414,0.0,2.0898125,024252,-4.695220673076923
024252-1806263,0.0,2.6935,024252,-5.289981412639405
024252-1802801,0.0,3.9938125,024252,-4.795050125313283
024252-1802876,0.0,1.76475,024252,-4.77710625
024252-1806774,0.0,2.13625,024252,-4.660203755868545
024252-1803065,0.0,3.018625,024252,-5.398538205980066
024252-1806913,0.0,2.4613125,024252,-5.171788617886179
024252-1803460,0.0,3.3436875,024252,-4.958826347305389
024252-1806528,0.0,4.82975,024252,-5.6437261410788375
024252-1803160,0.0,2.13625,024252,-4.460142723004695
024252-1806541,0.0,2.229125,024252,-4.522256756756757
024252-1803142,0.0,2.4613125,024252,-5.284752032520325
024252-1803004,0.0,3.3436875,024252,-4.997592814371258
024252-1803347,0.0,3.66875,024252,-5.6615792349726775
024252-1802916,0.0,2.6470625,024252,-5.007382575757576
024252-1806866,0.0,2.786375,024252,-4.696294964028777
024252-1802922,0.0,2.229125,024252,-4.4380229729729725
024252-1802972,0.0,3.0650625,024252,-4.7579705882352945
024252-1806331,0.0,2.6470625,024252,-5.554568181818182
024252-1803148,0.0,3.018625,024252,-5.125847176079734
024252-1803616,0.0,2.6470625,024252,-4.943579545454545
024252-1803426,0.0,3.3436875,024252,-5.837913173652694
024252-1803135,0.0,2.786375,024252,-5.038460431654676
024252-1802597,0.0,3.2508125,024252,-5.031366153846154
024252-1806552,0.0,2.414875,024252,-4.731244813278009
024252-1803045,0.0,3.8080625,024252,-4.985389473684211
024252-1803020,0.0,2.6470625,024252,-4.456465909090909
025208-3084265,0.0,1.671875,025208,-5.94695628742515
025208-3081391,0.0,1.439625,025208,-5.484578321678322
025208-1940069,0.0,2.043375,025208,-6.29135294117647
025208-1940506,0.0,1.3931875,025208,-5.926741007194245
025208-1940710,0.0,1.253875,025208,-5.8378328
025208-3084117,0.0,3.4365625,025208,-5.740145772594752
025208-1939839,0.0,2.9721875,025208,-6.158400673400673
025208-1939646,0.0,2.13625,025208,-5.6382018779342715
025208-1939693,0.0,3.204375,025208,-6.36111875
025208-3081375,0.0,1.439625,025208,-5.452916083916084
025208-3082401,0.0,2.832875,025208,-6.11009187279152
025208-3080182,0.0,4.6904375,025208,-6.2597057569296375
025208-1939175,0.0,1.34675,025208,-5.883809701492538
025208-1939598,0.0,5.4335,025208,-6.528521178637201
025208-3082891,0.0,3.4365625,025208,-5.440460641399417
025208-1939870,0.0,2.600625,025208,-6.307661538461538
025208-3084287,0.0,2.322,025208,-5.323991379310344
025208-1940538,0.0,1.6254375,025208,-5.8691308641975315
025208-1940792,0.0,2.1826875,025208,-5.569784403669725
025208-3081619,0.0,1.3931875,025208,-6.122311510791367
025208-1940879,0.0,1.4860625,025208,-6.033756756756756
025208-1939626,0.0,1.3003125,025208,-6.218396153846154
025208-1940969,0.0,1.9040625,025208,-5.914526315789474
025208-3081242,0.0,2.1826875,025208,-5.628509174311927
025208-1940487,0.0,5.20125,025208,-5.930371153846154
025208-3080213,0.0,3.761625,025208,-6.195776595744681
025208-1940028,0.0,1.5789375,025208,-6.388611464968153
025208-3082597,0.0,3.1579375,025208,-6.1355619047619046
025208-1941019,0.0,1.0216875,025208,-6.266829411764705
025208-1940465,0.0,2.6935,025208,-5.726438661710037
025208-1939981,0.0,7.52325,025208,-6.083339095744681
025208-1940260,0.0,2.13625,025208,-6.480352112676057
025208-3081542,0.0,2.043375,025208,-6.073848039215687
025208-1940048,0.0,2.043375,025208,-6.148397058823529
025208-3083914,0.0,2.0898125,025208,-5.297798076923077
025208-3083110,0.0,2.92575,025208,-6.25352397260274
025208-1940550,0.0,2.4613125,025208,-6.114365853658537
025208-3084068,0.0,3.018625,025208,-5.7086710963455145
025208-1940450,0.0,1.439625,025208,-5.494186713286713
025208-1940600,0.0,4.365375,025208,-5.825853211009175
025208-3081788,0.0,3.8545,025208,-5.682137662337662
025208-1940900,0.0,2.3684375,025208,-5.67814406779661
025208-1939897,0.0,3.8080625,025208,-5.716047368421052
025208-3082366,0.0,1.5325,025208,-5.649780392156862
025208-1939741,0.0,3.1115,025208,-6.167771704180064
025208-1940414,0.0,4.5046875,025208,-6.372417777777779
025208-1941047,0.0,2.50775,025208,-5.615044
025208-3083015,0.0,2.414875,025208,-5.285970954356847
025208-1939720,0.0,2.043375,025208,-6.054622549019608
025208-3083259,0.0,1.671875,025208,-5.006669461077844
025208-3080888,0.0,3.7151875,025208,-6.074512129380054
025208-3083238,0.0,2.92575,025208,-5.717609589041095
025208-3080351,0.0,1.2074375,025208,-5.627073333333333
025208-1939069,0.0,1.671875,025208,-5.8871377245508985
025208-3082714,0.0,1.9505,025208,-5.779717948717949
025208-1940220,0.0,4.3189375,025208,-6.242781902552204
025208-1939538,0.0,2.0898125,025208,-6.540817307692308
025208-1940978,0.0,1.6254375,025208,-5.94957037037037
025208-1940304,0.0,1.3931875,025208,-6.04098345323741
025208-3081443,0.0,1.253875,025208,-5.1097968
025208-1940621,0.0,2.6470625,025208,-5.808140151515151
025208-3083387,0.0,3.4365625,025208,-5.473915451895044
025208-3082758,0.0,2.414875,025208,-5.738219917012448
025208-1939783,0.0,2.8793125,025208,-6.112191637630662
025208-3082637,0.0,1.4860625,025208,-5.758343243243243
025208-1940290,0.0,2.322,025208,-5.706081896551724
025208-1939524,0.0,3.8545,025208,-5.796838961038961
025208-3081982,0.0,3.204375,025208,-5.8760031249999995
025208-1939251,0.0,2.1826875,025208,-6.785316513761468
025208-1939143,0.0,2.0898125,025208,-6.277788461538462
025208-1940443,0.0,1.7183125,025208,-6.16761403508772
025208-1940654,0.0,5.340625,025208,-6.089825842696629
025208-3082429,0.0,2.6935,025208,-5.68864312267658
025208-1940345,0.0,2.50775,025208,-6.159848
025208-1940936,0.0,1.857625,025208,-6.036497297297297
025208-1940582,0.0,3.1115,025208,-6.144254019292605
025208-3081889,0.0,1.8111875,025208,-5.492430939226519
025208-3080936,0.0,4.922625,025208,-5.438506097560976
025208-3083789,0.0,4.7833125,025208,-6.559573221757322
025208-1939806,0.0,1.2074375,025208,-6.548090833333333
025208-3081834,0.0,1.5325,025208,-5.8022398692810455
025208-1940683,0.0,3.0650625,025208,-6.763738562091504
025208-1939467,0.0,1.253875,025208,-6.2250072
025208-1939404,0.0,3.5294375,025208,-6.247116477272727
025208-3083471,0.0,1.8111875,025208,-6.469740331491712
025208-1939193,0.0,1.3003125,025208,-6.119646923076923
025208-1939439,0.0,1.4860625,025208,-6.3582635135135135
025208-3082019,0.0,2.7399375,025208,-5.882271062271062
025208-1939129,0.0,4.2260625,025208,-5.7702298578199045
025208-1940081,0.0,1.9969375,025208,-5.956824120603015
025208-1941001,0.0,3.204375,025208,-5.72678125
025208-3081512,0.0,3.204375,025208,-5.26230625
025208-1939328,0.0,1.9969375,025208,-5.714834170854271
025208-3080688,0.0,1.7183125,025208,-4.820646783625731
025208-3083301,0.0,3.8545,025208,-5.544496103896104
025208-3084241,0.0,5.8514375,025208,-6.025085470085471
025208-1939213,0.0,3.29725,025208,-6.375088145896656
025208-3082564,0.0,2.2755625,025208,-6.026814977973568
025208-3082618,0.0,1.3003125,025208,-5.2776992307692305
025208-3080615,0.0,2.322,025208,-5.915724137931035
025208-3082834,0.0,1.34675,025208,-6.132694776119403
025208-3080785,0.0,5.526375,025208,-6.063961956521739
025208-3080367,0.0,1.76475,025208,-5.636236931818182
025208-3084010,0.0,1.76475,025208,-5.2322761363636365
025208-3079804,0.0,2.7399375,025208,-6.282326007326008
025208-3079837,0.0,3.575875,025208,-6.179411764705883
025208-3080835,0.0,2.043375,025208,-5.785098039215686
025208-1939457,0.0,1.34675,025208,-6.292603731343283
025208-3081130,0.0,4.9690625,025208,-6.32125
025208-1940428,0.0,1.9505,025208,-6.133856410256411
025208-3081350,0.0,2.6470625,025208,-5.882890151515152
025208-1939310,0.0,3.575875,025208,-5.961551820728291
025208-3084315,0.0,1.3003125,025208,-5.5649007692307695
025208-1940957,0.0,4.45825,025208,-6.846251685393258
025208-1940629,0.0,1.439625,025208,-5.6205314685314685
025208-1939418,0.0,1.6254375,025208,-6.336537037037037
025208-3083500,0.0,1.4860625,025208,-5.977602702702702
025208-1940008,0.0,1.439625,025208,-5.941342657342657
025208-1939614,0.0,2.2755625,025208,-6.451436123348018
025208-1940515,0.0,2.0898125,025208,-6.1956875
025208-3081677,0.0,3.3436875,025208,-5.791179640718562
025208-3081177,0.0,3.66875,025208,-6.225319672131148
025208-3080267,0.0,2.043375,025208,-6.128024509803922
025208-1939380,0.0,2.322,025208,-6.275711206896552
025208-3079749,0.0,2.3684375,025208,-6.586453389830509
025208-1940381,0.0,2.3684375,025208,-6.122402542372881
025208-1940273,0.0,1.857625,025208,-5.704043243243244
025208-3080314,0.0,5.20125,025208,-5.756796153846154
025208-3081270,0.0,2.4613125,025208,-5.509666666666666
025208-3081481,0.0,1.161,025208,-5.82633275862069
025208-3083525,0.0,2.6470625,025208,-5.448655303030303
025208-1939230,0.0,2.600625,025208,-5.8958038461538465
025208-1939104,0.0,3.6223125,025208,-6.152704419889503
025208-3082692,0.0,2.6470625,025208,-5.926973484848485
025208-1939552,0.0,2.043375,025208,-6.117848039215686
025208-3079729,0.0,1.76475,025208,-5.932960227272727
025208-3082465,0.0,2.9721875,025208,-5.695804713804714
025208-1940700,0.0,2.7399375,025208,-6.071516483516483
025208-1941032,0.0,2.043375,025208,-5.819328431372549
025208-3083189,0.0,3.3436875,025208,-5.793646706586826
025208-3083723,0.0,1.4860625,025208,-5.684416891891892
025208-3079772,0.0,2.13625,025208,-6.006417840375587
025208-1939939,0.0,1.5789375,025208,-5.955652866242039
025208-1941011,0.0,1.253875,025208,-5.6422536
025208-1940736,0.0,1.9505,025208,-5.97494358974359
025208-1939481,0.0,1.857625,025208,-6.116162162162162
025208-1940723,0.0,1.857625,025208,-6.839718918918918
025208-3080452,0.0,2.3684375,025208,-5.99375
025208-3080544,0.0,3.390125,025208,-5.780979351032448
025208-3084030,0.0,1.161,025208,-5.846073275862069
025208-3083702,0.0,3.9938125,025208,-6.468390977443609
025208-3081805,0.0,1.34675,025208,-6.0524768656716414
025208-1940892,0.0,2.322,025208,-5.72903448275862
025208-3081952,0.0,1.857625,025208,-5.61547027027027
025208-3083963,0.0,1.9505,025208,-5.8446
025208-1938984,0.0,3.8080625,025208,-6.141163157894736
025208-1940310,0.0,1.2074375,025208,-6.084049166666667
025208-1939705,0.0,1.2074375,025208,-6.3774075
025208-3083146,0.0,2.8793125,025208,-6.001250871080139
025208-1939015,0.0,3.018625,025208,-6.5257774086378735
025208-1939767,0.0,2.92575,025208,-6.147630136986301
025208-1939665,0.0,1.76475,025208,-6.065977272727273
025208-1939915,0.0,1.5325,025208,-5.878637908496732
025208-1940237,0.0,2.6470625,025208,-5.8752272727272725
025208-3083593,0.0,4.644,025208,-6.136353448275862
025208-3081739,0.0,3.66875,025208,-6.225814207650274
025208-1940668,0.0,1.7183125,025208,-5.839497660818713
025208-3081462,0.0,2.3684375,025208,-5.816004237288135
025208-3080852,0.0,1.1145625,025208,-5.478926126126126
025208-3081637,0.0,1.8111875,025208,-5.47782320441989
025208-3083339,0.0,3.3436875,025208,-5.761685628742515
025208-3080808,0.0,2.786375,025208,-5.964446043165467
025208-3083945,0.0,2.229125,025208,-6.061018018018018
025208-3081597,0.0,3.390125,025208,-6.163398230088495
025208-3080484,0.0,3.0650625,025208,-5.499078431372549
025208-1939163,0.0,3.018625,025208,-6.0893820598006645
025208-1939268,0.0,1.9969375,025208,-5.938251256281407
025208-3083989,0.0,1.253875,025208,-5.730336
025208-1940526,0.0,1.5325,025208,-5.91417908496732
025208-3082312,0.0,3.9938125,025208,-5.733897243107769
025208-1940331,0.0,2.9721875,025208,-6.029979797979798
025208-3079713,0.0,4.6904375,025208,-6.026763326226013
025208-3083074,0.0,3.947375,025208,-6.145205583756344
025208-1940497,0.0,1.3003125,025208,-5.047299230769231
025208-3082258,0.0,2.043375,025208,-5.548970588235294
025208-3081421,0.0,2.4613125,025208,-5.2069674796747965
025208-1940357,0.0,2.414875,025208,-5.891211618257261
025208-3081863,0.0,2.3684375,025208,-5.960597457627118
025208-1939080,0.0,1.6254375,025208,-5.972333333333333
025208-1940568,0.0,2.4613125,025208,-6.442048780487805
025208-3082519,0.0,3.0650625,025208,-5.536686274509805
025208-3082342,0.0,2.2755625,025208,-5.910828193832599
025208-3082988,0.0,2.322,025208,-5.299676724137932
025208-3083621,0.0,2.832875,025208,-6.336706713780919
024417-1872500,0.0,3.1146875,024417,-5.646270096463023
024417-1872522,0.0,2.9013125,024417,-6.013148275862069
024417-1872526,0.0,2.56,024417,-5.19437890625
024417-1872481,0.0,2.9013125,024417,-5.88371724137931
024417-1872541,0.0,2.6026875,024417,-5.920934615384615
024417-1872546,0.0,2.3893125,024417,-5.774827731092437
024417-1872540,0.0,2.048,024417,-6.1785
024417-1872530,0.0,2.1333125,024417,-5.7541549295774646
024417-1872542,0.0,2.56,024417,-6.08009375
024417-1872488,0.0,2.5173125,024417,-5.376908366533865
024417-1872547,0.0,2.688,024417,-5.799638059701493
024417-1872511,0.0,1.92,024417,-5.294140625
024417-1872501,0.0,4.1813125,024417,-5.741777511961723
024417-1872529,0.0,3.1573125,024417,-5.695212698412698
024417-1872508,0.0,2.5173125,024417,-5.830836653386454
024417-1872478,0.0,2.688,024417,-5.613272388059701
024417-1872520,0.0,2.688,024417,-5.663798507462686
024417-1872503,0.0,2.9866875,024417,-5.860731543624161
024417-1872507,0.0,1.792,024417,-5.788424581005586
024417-1872502,0.0,2.3893125,024417,-6.032033613445378
024417-1872515,0.0,2.3466875,024417,-6.021991452991453
024417-1872532,0.0,1.792,024417,-5.926603351955308
024417-1872521,0.0,2.7306875,024417,-5.859714285714285
024417-1872516,0.0,2.2186875,024417,-6.570705882352941
024417-1872539,0.0,3.328,024417,-5.5595873493975905
024417-1872486,0.0,2.7733125,024417,-5.8223321299638995
024417-1872535,0.0,3.712,024417,-6.032568733153639
024417-1872485,0.0,1.536,024417,-5.6219254901960785
024417-1872517,0.0,1.92,024417,-5.391197916666666
024417-1872549,0.0,2.944,024417,-6.029931972789115
024417-1872505,0.0,1.8773125,024417,-5.805491978609625
024417-1872525,0.0,2.432,024417,-6.062555555555556
024417-1872528,0.0,2.688,024417,-6.219085820895522
024417-1872487,0.0,2.3893125,024417,-6.226630252100841
024417-1872482,0.0,2.304,024417,-5.8927956521739135
024417-1872548,0.0,2.7733125,024417,-5.73114440433213
024417-1872531,0.0,3.2853125,024417,-6.042774390243903
024417-1872510,0.0,2.5173125,024417,-5.857745019920319
024417-1872512,0.0,2.3466875,024417,-5.629585470085471
024417-1872524,0.0,3.0293125,024417,-6.262374172185431
024417-1872523,0.0,2.7306875,024417,-5.640765567765568
024417-1872527,0.0,2.432,024417,-6.327316872427984
024417-1872544,0.0,3.3706875,024417,-5.979489614243323
024417-1872484,0.0,2.6453125,024417,-5.883087121212121
024417-1872534,0.0,2.7733125,024417,-6.2401407942238265
024417-1872553,0.0,3.6266875,024417,-5.467679558011049
024417-1872533,0.0,2.9866875,024417,-6.565144295302013
024417-1872476,0.0,3.5413125,024417,-6.3159237288135595
024417-1872513,0.0,2.9866875,024417,-5.990889261744966
024417-1872519,0.0,2.2613125,024417,-5.532884955752213
024417-1872475,0.0,3.7973125,024417,-5.895899736147757
024417-1872480,0.0,3.072,024417,-5.9700553745928335
024417-1872514,0.0,2.2186875,024417,-5.759366515837104
024417-1872509,0.0,1.664,024417,-6.226951807228915
024417-1872506,0.0,3.0293125,024417,-5.8892814569536425
024417-1872473,0.0,4.1386875,024417,-5.550246973365617
024417-1872499,0.0,3.6693125,024417,-5.667647540983606
024417-1872551,0.0,2.3893125,024417,-5.920802521008404
024417-1872554,0.0,1.8346875,024417,-6.06188524590164
024417-1872552,0.0,2.048,024417,-5.605774509803921
025260-1919778,0.0,2.322,025260,-6.310633620689655
025260-1919790,0.0,3.5294375,025260,-6.600247159090909
025260-1919617,0.0,3.2508125,025260,-6.615806153846155
025260-1919725,0.0,2.92575,025260,-7.571794520547945
025260-1919673,0.0,3.29725,025260,-7.18254103343465
025260-1919755,0.0,3.761625,025260,-6.71440159574468
025260-1919697,0.0,3.8080625,025260,-6.798065789473684
025260-1919765,0.0,2.92575,025260,-6.5929897260273975
025260-1919737,0.0,3.1579375,025260,-6.7489396825396835
022105-2260629,0.0,2.6453125,022105,-6.459617424242424
022105-2261993,0.0,3.4986875,022105,-6.207025787965616
022105-2262001,0.0,1.536,022105,-5.701298039215686
022105-2260719,0.0,1.8773125,022105,-6.052171122994653
022105-2261863,0.0,2.944,022105,-6.6560680272108845
022105-2260751,0.0,3.456,022105,-6.378220289855072
022105-2114868,0.0,2.6026875,022105,-6.365861538461538
022105-2260874,0.0,2.6026875,022105,-6.603196153846153
022105-2114362,0.0,2.816,022105,-6.249487544483986
022105-2227449,0.0,2.7733125,022105,-6.0479747292418775
022105-2260686,0.0,2.0053125,022105,-6.351325
022105-2114812,0.0,2.9866875,022105,-5.624959731543624
022105-2228126,0.0,4.0106875,022105,-5.511927680798005
022105-2114587,0.0,3.2853125,022105,-6.212060975609756
022105-2260977,0.0,2.432,022105,-5.667526748971194
022105-2114565,0.0,2.2186875,022105,-5.862624434389141
022105-2262018,0.0,2.0053125,022105,-5.950105
022105-2260933,0.0,2.048,022105,-6.368490196078431
022105-2115121,0.0,2.7733125,022105,-4.893631768953068
022105-2114290,0.0,1.7066875,022105,-5.901805882352941
022105-2261647,0.0,2.0906875,022105,-5.753933014354066
022105-2261069,0.0,2.176,022105,-5.3189677419354835
022105-2115242,0.0,2.432,022105,-5.910534979423868
022105-2227815,0.0,2.2186875,022105,-5.5451538461538465
022105-2114244,0.0,2.7306875,022105,-5.971967032967033
022105-2261901,0.0,1.92,022105,-6.664192708333334
022105-2260941,0.0,1.4506875,022105,-5.205522758620689
022105-2261835,0.0,2.7733125,022105,-6.452097472924188
022105-2227172,0.0,2.9866875,022105,-5.252510067114094
022105-2261826,0.0,2.6453125,022105,-6.658905303030303
022105-2227738,0.0,2.6026875,022105,-6.431207692307693
022105-2261709,0.0,2.048,022105,-5.6069803921568635
022105-2114823,0.0,2.048,022105,-5.906990196078432
022105-2260965,0.0,3.6266875,022105,-5.946486187845304
022105-2261673,0.0,2.6026875,022105,-6.419430769230769
022105-2114698,0.0,1.8346875,022105,-5.9576393442622955
022105-2114729,0.0,1.4506875,022105,-5.268909655172414
022105-2114280,0.0,2.9866875,022105,-5.8149999999999995
022105-2261954,0.0,2.3466875,022105,-6.03874358974359
022105-2261124,0.0,2.304,022105,-6.343860869565217
022105-2262060,0.0,2.0906875,022105,-6.1365023923444975
022105-2260887,0.0,3.072,022105,-5.805586319218241
022105-2261013,0.0,1.536,022105,-6.349164052287581
022105-2115092,0.0,2.9866875,022105,-6.018392617449664
022105-2114854,0.0,2.9866875,022105,-5.925463087248322
022105-2227387,0.0,3.2853125,022105,-5.87416768292683
022105-2115038,0.0,1.664,022105,-7.07105421686747
022105-2261893,0.0,2.2613125,022105,-6.305805309734514
022105-2227839,0.0,3.072,022105,-5.4256840390879475
022105-2114886,0.0,3.968,022105,-5.664156565656565
022105-2261842,0.0,2.304,022105,-6.3421
022105-2115073,0.0,3.1146875,022105,-5.799488745980708
022105-2114478,0.0,2.944,022105,-5.695343537414966
022105-2227803,0.0,3.2853125,022105,-6.050219512195122
022105-2261633,0.0,2.816,022105,-6.570658362989324
022105-2262036,0.0,2.7733125,022105,-6.014960288808664
022105-2227398,0.0,1.9626875,022105,-6.205908163265306
022105-2261758,0.0,2.56,022105,-6.22153125
022105-2227193,0.0,3.4986875,022105,-5.295845272206304
022105-2261134,0.0,1.8346875,022105,-4.846371584699454
022105-2228080,0.0,3.1146875,022105,-5.494659163987138
022105-2261930,0.0,1.792,022105,-6.382849162011173
022105-2226863,0.0,2.048,022105,-6.1437156862745095
022105-2227465,0.0,2.0053125,022105,-6.034395
022105-2115221,0.0,3.072,022105,-6.460201954397394
022105-2115082,0.0,2.56,022105,-6.384203125
022105-2262100,0.0,2.048,022105,-5.892078431372549
022105-2261665,0.0,2.0906875,022105,-5.880215311004784
022105-2227370,0.0,2.9866875,022105,-6.201744966442953
022105-2115103,0.0,2.5173125,022105,-6.5935019920318725
022105-2114628,0.0,3.1146875,022105,-5.813704180064309
022105-2227336,0.0,3.4133125,022105,-5.902821114369502
022105-2115282,0.0,2.0906875,022105,-5.403062200956938
022105-2261937,0.0,1.8346875,022105,-6.000136612021858
022105-2261718,0.0,2.944,022105,-6.615602040816327
022105-2114647,0.0,2.56,022105,-5.89148828125
022105-2261771,0.0,2.2613125,022105,-5.650420353982301
022105-2227147,0.0,3.8826875,022105,-5.890157216494845
022105-2227517,0.0,2.944,022105,-5.833295918367347
022105-2261164,0.0,3.4986875,022105,-6.149343839541547
022105-2261557,0.0,2.6026875,022105,-6.677007692307692
022105-2114510,0.0,2.3466875,022105,-5.8062521367521365
022105-2260916,0.0,2.6453125,022105,-6.153257575757576
022105-2261020,0.0,1.8773125,022105,-5.303797860962567
022105-2114861,0.0,2.944,022105,-5.936319727891156
022105-2114579,0.0,2.176,022105,-5.832608294930875
022105-2114272,0.0,2.944,022105,-5.532530612244898
022105-2260857,0.0,2.176,022105,-5.640119815668203
022105-2260985,0.0,2.6453125,022105,-6.3348446969696965
022105-2261814,0.0,2.816,022105,-5.764131672597864
022105-2115154,0.0,2.4746875,022105,-5.124408906882591
022105-2260805,0.0,2.7733125,022105,-6.120761732851985
022105-2260792,0.0,2.2613125,022105,-6.039561946902655
022105-2114469,0.0,3.0293125,022105,-6.333400662251655
022105-2115177,0.0,2.7733125,022105,-5.640711191335741
022105-2115311,0.0,2.688,022105,-5.762563432835821
022105-2260734,0.0,2.7733125,022105,-6.355447653429603
022105-2115145,0.0,3.072,022105,-5.635045602605864
022105-2115302,0.0,2.7306875,022105,-5.61221978021978
022105-2115266,0.0,2.0053125,022105,-5.72289
022105-2261191,0.0,3.7973125,022105,-6.010050131926122
022105-2260824,0.0,3.712,022105,-6.439026954177898
022105-2261609,0.0,2.944,022105,-7.0115850340136054
022105-2114390,0.0,2.0053125,022105,-5.9016399999999996
022105-2261593,0.0,2.048,022105,-6.305921568627451
022105-2114253,0.0,3.6693125,022105,-5.535710382513661
022105-2114300,0.0,3.7546875,022105,-5.848992
022105-2262027,0.0,2.7733125,022105,-5.69271119133574
022105-2114789,0.0,2.3466875,022105,-5.012350427350428
022105-2227103,0.0,3.328,022105,-5.985376506024096
022105-2227626,0.0,2.8586875,022105,-6.519922807017545
022105-2114369,0.0,2.432,022105,-6.144728395061729
022105-2261009,0.0,2.432,022105,-6.127469135802468
022105-2114774,0.0,2.3466875,022105,-5.869978632478633
022105-2228152,0.0,2.2613125,022105,-6.349606194690265
022105-2115187,0.0,2.0053125,022105,-5.528785
022105-2227479,0.0,2.56,022105,-6.04028125
022105-2114454,0.0,2.9866875,022105,-6.130140939597315
022105-2114705,0.0,2.176,022105,-5.8105161290322584
022105-2114556,0.0,2.048,022105,-5.329877450980392
022105-2261174,0.0,2.304,022105,-5.54124347826087
022105-2227675,0.0,4.224,022105,-5.519284360189573
022105-2114416,0.0,1.664,022105,-5.017319277108434
022105-2262056,0.0,4.48,022105,-6.410609375
022105-2260904,0.0,3.84,022105,-6.174171875
022105-2114520,0.0,2.3466875,022105,-5.6900598290598285
022105-2262095,0.0,1.8773125,022105,-6.391775401069518
022105-2260761,0.0,2.0906875,022105,-6.1625311004784695
022105-2227650,0.0,4.0106875,022105,-6.458795511221945
022105-2115275,0.0,2.0053125,022105,-5.676695
022105-2114350,0.0,3.84,022105,-5.828986979166667
022105-2114783,0.0,3.8826875,022105,-5.760966494845361
022105-2260850,0.0,3.2,022105,-6.2710156249999995
022105-2261699,0.0,2.304,022105,-5.2020739130434785
022105-2114426,0.0,2.6453125,022105,-5.176973484848485
022105-2228173,0.0,3.5413125,022105,-6.100564971751412
022105-2227979,0.0,2.176,022105,-6.142410138248848
022105-2114744,0.0,2.3893125,022105,-5.973134453781513
022105-2115196,0.0,2.56,022105,-5.52618359375
022105-2261657,0.0,2.432,022105,-5.917440329218107
022105-2227354,0.0,2.944,022105,-6.2433367346938775
022105-2114445,0.0,4.3946875,022105,-5.80583826879271
022105-2114796,0.0,2.0906875,022105,-5.790124401913875
022105-2261057,0.0,3.1146875,022105,-6.212536977491961
022105-2261874,0.0,2.688,022105,-6.438992537313434
022105-2227411,0.0,2.2186875,022105,-5.923638009049774
022105-2261749,0.0,1.5786875,022105,-6.598535031847134
022105-2115167,0.0,2.7733125,022105,-5.783747292418773
022105-2261803,0.0,2.048,022105,-5.912789215686275
